"","taxon.name"
"1261","OTU_1299"
"1262","OTU_1276"
"1263","OTU_1216"
"1264","OTU_1526"
"1265","OTU_1391"
"1266","OTU_964"
"1267","OTU_1226"
"1268","OTU_1880"
"1269","OTU_1387"
"1270","OTU_1636"
"1271","OTU_1025"
"1272","OTU_1715"
"1273","OTU_1427"
"1274","OTU_1179"
"1275","OTU_1465"
"1276","OTU_1066"
"1277","OTU_1288"
"1278","OTU_1031"
"1279","OTU_970"
"1280","OTU_988"
"1281","OTU_1207"
"1282","OTU_1395"
"1283","OTU_967"
"1284","OTU_990"
"1285","OTU_946"
"1286","OTU_1147"
"1287","OTU_1568"
"1288","OTU_1680"
"1289","OTU_966"
"1290","OTU_1308"
"1291","OTU_1695"
"1292","OTU_1461"
"1293","OTU_1587"
"1294","OTU_1885"
"1295","OTU_1900"
"1296","OTU_1018"
"1297","OTU_1296"
"1298","OTU_1220"
"1299","OTU_1566"
"1300","OTU_1001"
"1301","OTU_1223"
"1302","OTU_1450"
"1303","OTU_962"
"1304","OTU_1104"
"1305","OTU_1094"
"1306","OTU_1632"
"1307","OTU_1541"
"1308","OTU_1458"
"1309","OTU_1643"
"1310","OTU_1440"
"1311","OTU_1746"
"1312","OTU_1665"
"1313","OTU_1728"
"1314","OTU_1685"
"1315","OTU_1705"
"1316","OTU_1575"
"1317","OTU_1072"
"1318","OTU_1230"
"1319","OTU_1027"
"1320","OTU_1389"
"1321","OTU_1464"
"1322","OTU_1414"
"1323","OTU_1648"
"1324","OTU_1210"
"1325","OTU_954"
"1326","OTU_972"
"1327","OTU_992"
"1328","OTU_1543"
"1329","OTU_1453"
"1330","OTU_1248"
"1331","OTU_1653"
"1332","OTU_1222"
"1333","OTU_1289"
"1334","OTU_1471"
"1335","OTU_1254"
"1336","OTU_1259"
"1337","OTU_1616"
"1338","OTU_1260"
"1339","OTU_1455"
"1340","OTU_1108"
"1341","OTU_1613"
"1342","OTU_1718"
"1343","OTU_1738"
"1344","OTU_1140"
"1345","OTU_1257"
"1346","OTU_1686"
"1347","OTU_1732"
"1348","OTU_1659"
"1349","OTU_1246"
"1350","OTU_1021"
"1351","OTU_1070"
"1352","OTU_1209"
"1353","OTU_1869"
"1354","OTU_1856"
"1355","OTU_1874"
"1356","OTU_1688"
"1357","OTU_1057"
"1358","OTU_1702"
"1359","OTU_1460"
"1360","OTU_1360"
"1361","OTU_982"
"1362","OTU_963"
"1363","OTU_1532"
"1364","OTU_1113"
"1365","OTU_1346"
"1366","OTU_1687"
"1367","OTU_1393"
"1368","OTU_1405"
"1369","OTU_1017"
"1370","OTU_1322"
"1371","OTU_1567"
"1372","OTU_1046"
"1373","OTU_1470"
"1374","OTU_1727"
"1375","OTU_1803"
"1376","OTU_2088"
"1377","OTU_2345"
"1378","OTU_2190"
"1379","OTU_2521"
"1380","OTU_2961"
"1381","OTU_3162"
"1382","OTU_2718"
"1383","OTU_2216"
"1384","OTU_2444"
"1385","OTU_2493"
"1386","OTU_2361"
"1387","OTU_2450"
"1388","OTU_2415"
"1389","OTU_2448"
"1390","OTU_2262"
"1391","OTU_2269"
"1392","OTU_2421"
"1393","OTU_2507"
"1394","OTU_2364"
"1395","OTU_2452"
"1396","OTU_2380"
"1397","OTU_2384"
"1398","OTU_2422"
"1399","OTU_2522"
"1400","OTU_2188"
"1401","OTU_2263"
"1402","OTU_2486"
"1403","OTU_2775"
"1404","OTU_2639"
"1405","OTU_2744"
"1406","OTU_3481"
"1407","OTU_3476"
"1408","OTU_3482"
"1409","OTU_3472"
"1410","OTU_3475"
"1411","OTU_3473"
"1412","OTU_3477"
"1413","OTU_3474"
"1414","OTU_3483"
"1415","OTU_3479"
"1416","OTU_3480"
"1417","OTU_3478"
"1418","OTU_2829"
"1419","OTU_2222"
"1420","OTU_2175"
"1421","OTU_2264"
"1422","OTU_2302"
"1423","OTU_2235"
"1424","OTU_2159"
"1425","OTU_2186"
"1426","OTU_2133"
"1427","OTU_2122"
"1428","OTU_2121"
"1429","OTU_2192"
"1430","OTU_2139"
"1431","OTU_2115"
"1432","OTU_2087"
"1433","OTU_2148"
"1434","OTU_2146"
"1435","OTU_2157"
"1436","OTU_2208"
"1437","OTU_2156"
"1438","OTU_2187"
"1439","OTU_2131"
"1440","OTU_2161"
"1441","OTU_2144"
"1442","OTU_2172"
"1443","OTU_2418"
"1444","OTU_2213"
"1445","OTU_2209"
"1446","OTU_2254"
"1447","OTU_2193"
"1448","OTU_1949"
"1449","OTU_2029"
"1450","OTU_2484"
"1451","OTU_2089"
"1452","OTU_2155"
"1453","OTU_3467"
"1454","OTU_3468"
"1455","OTU_2626"
"1456","OTU_2782"
"1457","OTU_2841"
"1458","OTU_2220"
"1459","OTU_3145"
"1460","OTU_2867"
"1461","OTU_2132"
"1462","OTU_1983"
"1463","OTU_2031"
"1464","OTU_2040"
"1465","OTU_2475"
"1466","OTU_2414"
"1467","OTU_2488"
"1468","OTU_2505"
"1469","OTU_2369"
"1470","OTU_3249"
"1471","OTU_2916"
"1472","OTU_2090"
"1473","OTU_2940"
"1474","OTU_2644"
"1475","OTU_2666"
"1476","OTU_2464"
"1477","OTU_2509"
"1478","OTU_2446"
"1479","OTU_2447"
"1480","OTU_2499"
"1481","OTU_2516"
"1482","OTU_2539"
"1483","OTU_2481"
"1484","OTU_2492"
"1485","OTU_2570"
"1486","OTU_2648"
"1487","OTU_2526"
"1488","OTU_2386"
"1489","OTU_2512"
"1490","OTU_2760"
"1491","OTU_2766"
"1492","OTU_2785"
"1493","OTU_2845"
"1494","OTU_2053"
"1495","OTU_682"
"1496","OTU_576"
"1497","OTU_631"
"1498","OTU_93"
"1499","OTU_665"
"1500","OTU_305"
"1501","OTU_449"
"1502","OTU_2202"
"1503","OTU_2225"
"1504","OTU_2200"
"1505","OTU_2296"
"1506","OTU_2167"
"1507","OTU_687"
"1508","OTU_689"
"1509","OTU_707"
"1510","OTU_713"
"1511","OTU_1357"
"1512","OTU_1302"
"1513","OTU_1457"
"1514","OTU_1118"
"1515","OTU_1886"
"1516","OTU_2025"
"1517","OTU_2046"
"1518","OTU_3207"
"1519","OTU_72"
"1520","OTU_100"
"1521","OTU_883"
"1522","OTU_2423"
"1523","OTU_3003"
"1524","OTU_3058"
"1525","OTU_2271"
"1526","OTU_2036"
"1527","OTU_3102"
"1528","OTU_2179"
"1529","OTU_3110"
"1530","OTU_3111"
"1531","OTU_335"
"1532","OTU_266"
"1533","OTU_69"
"1534","OTU_2274"
"1535","OTU_2733"
"1536","OTU_2334"
"1537","OTU_2431"
"1538","OTU_2045"
"1539","OTU_2291"
"1540","OTU_2307"
"1541","OTU_2201"
"1542","OTU_526"
"1543","OTU_542"
"1544","OTU_636"
"1545","OTU_652"
"1546","OTU_638"
"1547","OTU_588"
"1548","OTU_581"
"1549","OTU_597"
"1550","OTU_969"
"1551","OTU_1917"
"1552","OTU_1911"
"1553","OTU_1916"
"1554","OTU_280"
"1555","OTU_317"
"1556","OTU_186"
"1557","OTU_230"
"1558","OTU_119"
"1559","OTU_135"
"1560","OTU_158"
"1561","OTU_46"
"1562","OTU_339"
"1563","OTU_357"
"1564","OTU_235"
"1565","OTU_343"
"1566","OTU_153"
"1567","OTU_165"
"1568","OTU_2465"
"1569","OTU_3240"
"1570","OTU_3225"
"1571","OTU_3106"
"1572","OTU_3222"
"1573","OTU_3099"
"1574","OTU_70"
"1575","OTU_3100"
"1576","OTU_1640"
"1577","OTU_1684"
"1578","OTU_718"
"1579","OTU_462"
"1580","OTU_567"
"1581","OTU_674"
"1582","OTU_583"
"1583","OTU_404"
"1584","OTU_1744"
"1585","OTU_2050"
"1586","OTU_860"
"1587","OTU_479"
"1588","OTU_504"
"1589","OTU_443"
"1590","OTU_450"
"1591","OTU_574"
"1592","OTU_409"
"1593","OTU_752"
"1594","OTU_779"
"1595","OTU_565"
"1596","OTU_448"
"1597","OTU_566"
"1598","OTU_2582"
"1599","OTU_1751"
"1600","OTU_1757"
"1601","OTU_3118"
"1602","OTU_178"
"1603","OTU_373"
"1604","OTU_275"
"1605","OTU_376"
"1606","OTU_2480"
"1607","OTU_2368"
"1608","OTU_1783"
"1609","OTU_3493"
"1610","OTU_781"
"1611","OTU_436"
"1612","OTU_619"
"1613","OTU_492"
"1614","OTU_618"
"1615","OTU_400"
"1616","OTU_394"
"1617","OTU_460"
"1618","OTU_775"
"1619","OTU_776"
"1620","OTU_770"
"1621","OTU_782"
"1622","OTU_459"
"1623","OTU_617"
"1624","OTU_771"
"1625","OTU_601"
"1626","OTU_444"
"1627","OTU_579"
"1628","OTU_464"
"1629","OTU_586"
"1630","OTU_558"
"1631","OTU_912"
"1632","OTU_909"
"1633","OTU_856"
"1634","OTU_824"
"1635","OTU_764"
"1636","OTU_607"
"1637","OTU_534"
"1638","OTU_793"
"1639","OTU_751"
"1640","OTU_760"
"1641","OTU_787"
"1642","OTU_759"
"1643","OTU_749"
"1644","OTU_756"
"1645","OTU_556"
"1646","OTU_518"
"1647","OTU_561"
"1648","OTU_737"
"1649","OTU_762"
"1650","OTU_738"
"1651","OTU_908"
"1652","OTU_132"
"1653","OTU_755"
"1654","OTU_395"
"1655","OTU_385"
"1656","OTU_429"
"1657","OTU_360"
"1658","OTU_442"
"1659","OTU_432"
"1660","OTU_608"
"1661","OTU_2989"
"1662","OTU_510"
"1663","OTU_415"
"1664","OTU_157"
"1665","OTU_616"
"1666","OTU_532"
"1667","OTU_371"
"1668","OTU_189"
"1669","OTU_190"
"1670","OTU_757"
"1671","OTU_411"
"1672","OTU_733"
"1673","OTU_433"
"1674","OTU_603"
"1675","OTU_3488"
"1676","OTU_743"
"1677","OTU_744"
"1678","OTU_554"
"1679","OTU_740"
"1680","OTU_742"
"1681","OTU_425"
"1682","OTU_745"
"1683","OTU_3495"
"1684","OTU_535"
"1685","OTU_536"
"1686","OTU_538"
"1687","OTU_537"
"1688","OTU_758"
"1689","OTU_422"
"1690","OTU_517"
"1691","OTU_489"
"1692","OTU_609"
"1693","OTU_441"
"1694","OTU_9"
"1695","OTU_557"
"1696","OTU_528"
"1697","OTU_553"
"1698","OTU_606"
"1699","OTU_539"
"1700","OTU_748"
"1701","OTU_763"
"1702","OTU_555"
"1703","OTU_761"
"1704","OTU_785"
"1705","OTU_741"
"1706","OTU_605"
"1707","OTU_604"
"1708","OTU_620"
"1709","OTU_533"
"1710","OTU_602"
"1711","OTU_431"
"1712","OTU_402"
"1713","OTU_437"
"1714","OTU_750"
"1715","OTU_772"
"1716","OTU_560"
"1717","OTU_435"
"1718","OTU_519"
"1719","OTU_438"
"1720","OTU_774"
"1721","OTU_458"
"1722","OTU_773"
"1723","OTU_792"
"1724","OTU_134"
"1725","OTU_502"
"1726","OTU_768"
"1727","OTU_491"
"1728","OTU_625"
"1729","OTU_455"
"1730","OTU_268"
"1731","OTU_791"
"1732","OTU_490"
"1733","OTU_423"
"1734","OTU_228"
"1735","OTU_445"
"1736","OTU_417"
"1737","OTU_784"
"1738","OTU_397"
"1739","OTU_412"
"1740","OTU_735"
"1741","OTU_634"
"1742","OTU_495"
"1743","OTU_788"
"1744","OTU_428"
"1745","OTU_659"
"1746","OTU_471"
"1747","OTU_461"
"1748","OTU_478"
"1749","OTU_630"
"1750","OTU_544"
"1751","OTU_691"
"1752","OTU_642"
"1753","OTU_580"
"1754","OTU_648"
"1755","OTU_726"
"1756","OTU_508"
"1757","OTU_551"
"1758","OTU_434"
"1759","OTU_524"
"1760","OTU_653"
"1761","OTU_730"
"1762","OTU_430"
"1763","OTU_509"
"1764","OTU_427"
"1765","OTU_418"
"1766","OTU_633"
"1767","OTU_783"
"1768","OTU_484"
"1769","OTU_701"
"1770","OTU_486"
"1771","OTU_641"
"1772","OTU_582"
"1773","OTU_623"
"1774","OTU_454"
"1775","OTU_480"
"1776","OTU_657"
"1777","OTU_469"
"1778","OTU_361"
"1779","OTU_622"
"1780","OTU_654"
"1781","OTU_497"
"1782","OTU_662"
"1783","OTU_292"
"1784","OTU_294"
"1785","OTU_866"
"1786","OTU_3253"
"1787","OTU_639"
"1788","OTU_470"
"1789","OTU_201"
"1790","OTU_240"
"1791","OTU_264"
"1792","OTU_2965"
"1793","OTU_2929"
"1794","OTU_3008"
"1795","OTU_3061"
"1796","OTU_3245"
"1797","OTU_2908"
"1798","OTU_610"
"1799","OTU_753"
"1800","OTU_426"
"1801","OTU_3496"
"1802","OTU_739"
"1803","OTU_563"
"1804","OTU_746"
"1805","OTU_747"
"1806","OTU_2240"
"1807","OTU_2396"
"1808","OTU_3120"
"1809","OTU_2015"
"1810","OTU_2067"
"1811","OTU_3032"
"1812","OTU_3033"
"1813","OTU_2689"
"1814","OTU_3247"
"1815","OTU_3265"
"1816","OTU_3193"
"1817","OTU_2933"
"1818","OTU_2909"
"1819","OTU_2073"
"1820","OTU_2075"
"1821","OTU_2950"
"1822","OTU_3215"
"1823","OTU_3078"
"1824","OTU_3166"
"1825","OTU_3197"
"1826","OTU_2979"
"1827","OTU_2983"
"1828","OTU_3038"
"1829","OTU_3046"
"1830","OTU_2945"
"1831","OTU_3126"
"1832","OTU_3154"
"1833","OTU_3066"
"1834","OTU_3050"
"1835","OTU_2935"
"1836","OTU_3082"
"1837","OTU_2939"
"1838","OTU_3125"
"1839","OTU_3124"
"1840","OTU_3068"
"1841","OTU_2643"
"1842","OTU_3278"
"1843","OTU_2958"
"1844","OTU_2975"
"1845","OTU_3065"
"1846","OTU_2664"
"1847","OTU_2944"
"1848","OTU_3012"
"1849","OTU_3279"
"1850","OTU_3277"
"1851","OTU_3170"
"1852","OTU_3131"
"1853","OTU_3218"
"1854","OTU_2985"
"1855","OTU_2995"
"1856","OTU_2994"
"1857","OTU_3036"
"1858","OTU_2949"
"1859","OTU_2911"
"1860","OTU_3067"
"1861","OTU_2922"
"1862","OTU_2948"
"1863","OTU_2798"
"1864","OTU_3270"
"1865","OTU_3132"
"1866","OTU_3227"
"1867","OTU_2951"
"1868","OTU_2964"
"1869","OTU_3028"
"1870","OTU_2931"
"1871","OTU_2991"
"1872","OTU_2934"
"1873","OTU_2936"
"1874","OTU_3019"
"1875","OTU_2955"
"1876","OTU_3181"
"1877","OTU_3039"
"1878","OTU_2942"
"1879","OTU_3127"
"1880","OTU_3076"
"1881","OTU_2927"
"1882","OTU_3157"
"1883","OTU_2971"
"1884","OTU_3129"
"1885","OTU_3174"
"1886","OTU_2907"
"1887","OTU_3086"
"1888","OTU_3024"
"1889","OTU_3185"
"1890","OTU_3023"
"1891","OTU_2968"
"1892","OTU_3087"
"1893","OTU_2914"
"1894","OTU_3015"
"1895","OTU_2281"
"1896","OTU_2058"
"1897","OTU_668"
"1898","OTU_670"
"1899","OTU_2546"
"1900","OTU_2460"
"1901","OTU_2981"
"1902","OTU_3148"
"1903","OTU_3143"
"1904","OTU_2234"
"1905","OTU_2294"
"1906","OTU_2308"
"1907","OTU_2284"
"1908","OTU_2102"
"1909","OTU_2495"
"1910","OTU_1957"
"1911","OTU_584"
"1912","OTU_167"
"1913","OTU_243"
"1914","OTU_299"
"1915","OTU_302"
"1916","OTU_298"
"1917","OTU_832"
"1918","OTU_868"
"1919","OTU_210"
"1920","OTU_331"
"1921","OTU_166"
"1922","OTU_296"
"1923","OTU_209"
"1924","OTU_359"
"1925","OTU_316"
"1926","OTU_1933"
"1927","OTU_89"
"1928","OTU_45"
"1929","OTU_121"
"1930","OTU_323"
"1931","OTU_545"
"1932","OTU_886"
"1933","OTU_6"
"1934","OTU_570"
"1935","OTU_3156"
"1936","OTU_205"
"1937","OTU_263"
"1938","OTU_282"
"1939","OTU_244"
"1940","OTU_160"
"1941","OTU_307"
"1942","OTU_326"
"1943","OTU_138"
"1944","OTU_255"
"1945","OTU_254"
"1946","OTU_324"
"1947","OTU_251"
"1948","OTU_293"
"1949","OTU_273"
"1950","OTU_346"
"1951","OTU_155"
"1952","OTU_161"
"1953","OTU_330"
"1954","OTU_131"
"1955","OTU_169"
"1956","OTU_172"
"1957","OTU_318"
"1958","OTU_651"
"1959","OTU_571"
"1960","OTU_541"
"1961","OTU_660"
"1962","OTU_184"
"1963","OTU_171"
"1964","OTU_185"
"1965","OTU_349"
"1966","OTU_333"
"1967","OTU_79"
"1968","OTU_143"
"1969","OTU_325"
"1970","OTU_148"
"1971","OTU_145"
"1972","OTU_234"
"1973","OTU_168"
"1974","OTU_195"
"1975","OTU_248"
"1976","OTU_176"
"1977","OTU_256"
"1978","OTU_313"
"1979","OTU_291"
"1980","OTU_187"
"1981","OTU_241"
"1982","OTU_199"
"1983","OTU_173"
"1984","OTU_233"
"1985","OTU_245"
"1986","OTU_312"
"1987","OTU_147"
"1988","OTU_257"
"1989","OTU_303"
"1990","OTU_246"
"1991","OTU_170"
"1992","OTU_219"
"1993","OTU_300"
"1994","OTU_231"
"1995","OTU_259"
"1996","OTU_369"
"1997","OTU_284"
"1998","OTU_152"
"1999","OTU_289"
"2000","OTU_650"
"2001","OTU_142"
"2002","OTU_223"
"2003","OTU_378"
"2004","OTU_322"
"2005","OTU_151"
"2006","OTU_381"
"2007","OTU_271"
"2008","OTU_310"
"2009","OTU_907"
"2010","OTU_149"
"2011","OTU_355"
"2012","OTU_353"
"2013","OTU_133"
"2014","OTU_377"
"2015","OTU_175"
"2016","OTU_213"
"2017","OTU_65"
"2018","OTU_214"
"2019","OTU_374"
"2020","OTU_192"
"2021","OTU_375"
"2022","OTU_391"
"2023","OTU_215"
"2024","OTU_146"
"2025","OTU_227"
"2026","OTU_164"
"2027","OTU_920"
"2028","OTU_207"
"2029","OTU_366"
"2030","OTU_390"
"2031","OTU_239"
"2032","OTU_274"
"2033","OTU_181"
"2034","OTU_128"
"2035","OTU_53"
"2036","OTU_387"
"2037","OTU_5"
"2038","OTU_2320"
"2039","OTU_191"
"2040","OTU_386"
"2041","OTU_197"
"2042","OTU_198"
"2043","OTU_226"
"2044","OTU_180"
"2045","OTU_348"
"2046","OTU_269"
"2047","OTU_144"
"2048","OTU_136"
"2049","OTU_242"
"2050","OTU_232"
"2051","OTU_363"
"2052","OTU_295"
"2053","OTU_301"
"2054","OTU_389"
"2055","OTU_225"
"2056","OTU_237"
"2057","OTU_379"
"2058","OTU_384"
"2059","OTU_383"
"2060","OTU_129"
"2061","OTU_52"
"2062","OTU_511"
"2063","OTU_598"
"2064","OTU_2250"
"2065","OTU_2230"
"2066","OTU_2249"
"2067","OTU_202"
"2068","OTU_3091"
"2069","OTU_688"
"2070","OTU_466"
"2071","OTU_285"
"2072","OTU_308"
"2073","OTU_222"
"2074","OTU_247"
"2075","OTU_362"
"2076","OTU_658"
"2077","OTU_481"
"2078","OTU_465"
"2079","OTU_507"
"2080","OTU_2439"
"2081","OTU_2494"
"2082","OTU_1943"
"2083","OTU_211"
"2084","OTU_229"
"2085","OTU_279"
"2086","OTU_1927"
"2087","OTU_2110"
"2088","OTU_2256"
"2089","OTU_3083"
"2090","OTU_258"
"2091","OTU_38"
"2092","OTU_19"
"2093","OTU_81"
"2094","OTU_88"
"2095","OTU_31"
"2096","OTU_43"
"2097","OTU_66"
"2098","OTU_3230"
"2099","OTU_930"
"2100","OTU_936"
"2101","OTU_934"
"2102","OTU_931"
"2103","OTU_937"
"2104","OTU_935"
"2105","OTU_933"
"2106","OTU_2976"
"2107","OTU_717"
"2108","OTU_2530"
"2109","OTU_2079"
"2110","OTU_60"
"2111","OTU_3029"
"2112","OTU_358"
"2113","OTU_2181"
"2114","OTU_2388"
"2115","OTU_1382"
"2116","OTU_1380"
"2117","OTU_1429"
"2118","OTU_858"
"2119","OTU_697"
"2120","OTU_3194"
"2121","OTU_3223"
"2122","OTU_2043"
"2123","OTU_2569"
"2124","OTU_2430"
"2125","OTU_3103"
"2126","OTU_3201"
"2127","OTU_3002"
"2128","OTU_3206"
"2129","OTU_2532"
"2130","OTU_2239"
"2131","OTU_2273"
"2132","OTU_698"
"2133","OTU_2287"
"2134","OTU_2953"
"2135","OTU_3388"
"2136","OTU_3209"
"2137","OTU_3153"
"2138","OTU_3436"
"2139","OTU_3307"
"2140","OTU_3369"
"2141","OTU_3413"
"2142","OTU_3416"
"2143","OTU_3322"
"2144","OTU_3317"
"2145","OTU_3235"
"2146","OTU_3350"
"2147","OTU_3319"
"2148","OTU_3390"
"2149","OTU_3309"
"2150","OTU_3386"
"2151","OTU_3365"
"2152","OTU_3411"
"2153","OTU_3360"
"2154","OTU_3422"
"2155","OTU_3330"
"2156","OTU_3371"
"2157","OTU_3313"
"2158","OTU_3366"
"2159","OTU_3442"
"2160","OTU_3424"
"2161","OTU_3434"
"2162","OTU_3345"
"2163","OTU_2972"
"2164","OTU_2091"
"2165","OTU_2310"
"2166","OTU_2094"
"2167","OTU_2062"
"2168","OTU_3233"
"2169","OTU_3232"
"2170","OTU_897"
"2171","OTU_2290"
"2172","OTU_96"
"2173","OTU_1473"
"2174","OTU_777"
"2175","OTU_3250"
"2176","OTU_3251"
"2177","OTU_3263"
"2178","OTU_3010"
"2179","OTU_2059"
"2180","OTU_2054"
"2181","OTU_3248"
"2182","OTU_3004"
"2183","OTU_3063"
"2184","OTU_3271"
"2185","OTU_594"
"2186","OTU_552"
"2187","OTU_712"
"2188","OTU_2227"
"2189","OTU_2407"
"2190","OTU_2408"
"2191","OTU_2359"
"2192","OTU_1755"
"2193","OTU_2305"
"2194","OTU_834"
"2195","OTU_334"
"2196","OTU_276"
"2197","OTU_2174"
"2198","OTU_3191"
"2199","OTU_514"
"2200","OTU_855"
"2201","OTU_904"
"2202","OTU_527"
"2203","OTU_405"
"2204","OTU_592"
"2205","OTU_421"
"2206","OTU_413"
"2207","OTU_401"
"2208","OTU_708"
"2209","OTU_732"
"2210","OTU_716"
"2211","OTU_684"
"2212","OTU_414"
"2213","OTU_396"
"2214","OTU_685"
"2215","OTU_686"
"2216","OTU_734"
"2217","OTU_728"
"2218","OTU_591"
"2219","OTU_703"
"2220","OTU_500"
"2221","OTU_704"
"2222","OTU_403"
"2223","OTU_706"
"2224","OTU_488"
"2225","OTU_3487"
"2226","OTU_388"
"2227","OTU_3486"
"2228","OTU_482"
"2229","OTU_690"
"2230","OTU_699"
"2231","OTU_367"
"2232","OTU_593"
"2233","OTU_468"
"2234","OTU_721"
"2235","OTU_483"
"2236","OTU_613"
"2237","OTU_529"
"2238","OTU_224"
"2239","OTU_515"
"2240","OTU_531"
"2241","OTU_270"
"2242","OTU_549"
"2243","OTU_714"
"2244","OTU_667"
"2245","OTU_669"
"2246","OTU_719"
"2247","OTU_547"
"2248","OTU_440"
"2249","OTU_705"
"2250","OTU_516"
"2251","OTU_564"
"2252","OTU_754"
"2253","OTU_453"
"2254","OTU_600"
"2255","OTU_562"
"2256","OTU_525"
"2257","OTU_505"
"2258","OTU_543"
"2259","OTU_452"
"2260","OTU_589"
"2261","OTU_463"
"2262","OTU_530"
"2263","OTU_628"
"2264","OTU_487"
"2265","OTU_407"
"2266","OTU_693"
"2267","OTU_548"
"2268","OTU_446"
"2269","OTU_419"
"2270","OTU_722"
"2271","OTU_629"
"2272","OTU_420"
"2273","OTU_473"
"2274","OTU_506"
"2275","OTU_723"
"2276","OTU_456"
"2277","OTU_447"
"2278","OTU_262"
"2279","OTU_637"
"2280","OTU_546"
"2281","OTU_522"
"2282","OTU_521"
"2283","OTU_585"
"2284","OTU_1926"
"2285","OTU_3165"
"2286","OTU_416"
"2287","OTU_3056"
"2288","OTU_3237"
"2289","OTU_2889"
"2290","OTU_3101"
"2291","OTU_2848"
"2292","OTU_2920"
"2293","OTU_2901"
"2294","OTU_1244"
"2295","OTU_1628"
"2296","OTU_2592"
"2297","OTU_3108"
"2298","OTU_2553"
"2299","OTU_2061"
"2300","OTU_2564"
"2301","OTU_2283"
"2302","OTU_3060"
"2303","OTU_3219"
"2304","OTU_3109"
"2305","OTU_3006"
"2306","OTU_2941"
"2307","OTU_3203"
"2308","OTU_40"
"2309","OTU_206"
"2310","OTU_3212"
"2311","OTU_3105"
"2312","OTU_2879"
"2313","OTU_2903"
"2314","OTU_2905"
"2315","OTU_2731"
"2316","OTU_2759"
"2317","OTU_2937"
"2318","OTU_3239"
"2319","OTU_3243"
"2320","OTU_3262"
"2321","OTU_2992"
"2322","OTU_3034"
"2323","OTU_3216"
"2324","OTU_3255"
"2325","OTU_3044"
"2326","OTU_14"
"2327","OTU_18"
"2328","OTU_41"
"2329","OTU_2946"
"2330","OTU_3114"
"2331","OTU_2863"
"2332","OTU_2468"
"2333","OTU_2084"
"2334","OTU_905"
"2335","OTU_337"
"2336","OTU_354"
"2337","OTU_2180"
"2338","OTU_2286"
"2339","OTU_681"
"2340","OTU_550"
"2341","OTU_595"
"2342","OTU_3241"
"2343","OTU_2277"
"2344","OTU_1307"
"2345","OTU_1668"
"2346","OTU_1882"
"2347","OTU_1190"
"2348","OTU_1436"
"2349","OTU_1306"
"2350","OTU_1662"
"2351","OTU_2293"
"2352","OTU_2463"
"2353","OTU_3054"
"2354","OTU_3007"
"2355","OTU_2055"
"2356","OTU_2074"
"2357","OTU_3210"
"2358","OTU_3048"
"2359","OTU_3112"
"2360","OTU_2428"
"2361","OTU_890"
"2362","OTU_2580"
"2363","OTU_2086"
"2364","OTU_1304"
"2365","OTU_985"
"2366","OTU_3115"
"2367","OTU_2295"
"2368","OTU_97"
"2369","OTU_3220"
"2370","OTU_2297"
"2371","OTU_2081"
"2372","OTU_1468"
"2373","OTU_1658"
"2374","OTU_1666"
"2375","OTU_677"
"2376","OTU_85"
"2377","OTU_25"
"2378","OTU_30"
"2379","OTU_125"
"2380","OTU_95"
"2381","OTU_11"
"2382","OTU_127"
"2383","OTU_13"
"2384","OTU_62"
"2385","OTU_75"
"2386","OTU_103"
"2387","OTU_115"
"2388","OTU_64"
"2389","OTU_91"
"2390","OTU_67"
"2391","OTU_124"
"2392","OTU_98"
"2393","OTU_77"
"2394","OTU_36"
"2395","OTU_32"
"2396","OTU_63"
"2397","OTU_22"
"2398","OTU_83"
"2399","OTU_33"
"2400","OTU_4"
"2401","OTU_104"
"2402","OTU_59"
"2403","OTU_58"
"2404","OTU_12"
"2405","OTU_113"
"2406","OTU_122"
"2407","OTU_99"
"2408","OTU_109"
"2409","OTU_111"
"2410","OTU_116"
"2411","OTU_47"
"2412","OTU_68"
"2413","OTU_73"
"2414","OTU_101"
"2415","OTU_108"
"2416","OTU_196"
"2417","OTU_351"
"2418","OTU_265"
"2419","OTU_236"
"2420","OTU_356"
"2421","OTU_364"
"2422","OTU_78"
"2423","OTU_123"
"2424","OTU_107"
"2425","OTU_114"
"2426","OTU_34"
"2427","OTU_61"
"2428","OTU_102"
"2429","OTU_71"
"2430","OTU_110"
"2431","OTU_106"
"2432","OTU_10"
"2433","OTU_23"
"2434","OTU_20"
"2435","OTU_51"
"2436","OTU_2543"
"2437","OTU_2980"
"2438","OTU_2466"
"2439","OTU_2189"
"2440","OTU_3221"
"2441","OTU_2016"
"2442","OTU_3042"
"2443","OTU_2500"
"2444","OTU_2676"
"2445","OTU_2170"
"2446","OTU_2641"
"2447","OTU_2609"
"2448","OTU_3057"
"2449","OTU_932"
"2450","OTU_2503"
"2451","OTU_2360"
"2452","OTU_2411"
"2453","OTU_2340"
"2454","OTU_3381"
"2455","OTU_879"
"2456","OTU_3397"
"2457","OTU_2540"
"2458","OTU_2853"
"2459","OTU_2473"
"2460","OTU_2328"
"2461","OTU_2390"
"2462","OTU_2395"
"2463","OTU_2573"
"2464","OTU_2335"
"2465","OTU_2376"
"2466","OTU_2114"
"2467","OTU_2124"
"2468","OTU_2547"
"2469","OTU_2866"
"2470","OTU_2370"
"2471","OTU_2487"
"2472","OTU_2166"
"2473","OTU_2141"
"2474","OTU_2127"
"2475","OTU_2147"
"2476","OTU_2349"
"2477","OTU_2377"
