"ID","Bin","TaxonRelativeAbundance","Kingdom","Phylum","Class","Order","Family","Genus"
"OTU_873","Bin109",8.10675908130863e-07,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","livecontrolB21","uncultured__bacterium"
"OTU_883","Bin69",2.81902853946133e-06,"Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","uncultured","uncultured__Firmicutes__bacterium"
"OTU_882","Bin107",8.01508884892511e-06,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","uncultured","marine__sediment__metagenome"
"OTU_884","Bin92",2.60859460421782e-06,"Bacteria","Firmicutes","Bacilli","Izemoplasmatales","Izemoplasmataceae","bacterium"
"OTU_886","Bin81",1.21937752442954e-05,"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter"
"OTU_890","Bin3",3.58278411421294e-06,"Bacteria","Cloacimonadota","Cloacimonadia","Cloacimonadales","LK-44f","uncultured__bacterium"
"OTU_888","Bin122",5.96037816266542e-07,"Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","uncultured","uncultured__Firmicutes__bacterium"
"OTU_893","Bin92",4.05230588625016e-06,"Bacteria","Firmicutes","Bacilli","Izemoplasmatales","Izemoplasmataceae","bacterium"
"OTU_889","Bin92",1.4152438954809e-06,"Bacteria","Firmicutes","Bacilli","Izemoplasmatales","Izemoplasmataceae","bacterium__enrichment__culture__clone__R4-81B"
"OTU_894","Bin92",5.98567103981285e-07,"Bacteria","Firmicutes","Bacilli","Izemoplasmatales","Izemoplasmataceae","uncultured__bacterium"
"OTU_891","Bin92",7.13265278211469e-06,"Bacteria","Firmicutes","Bacilli","Izemoplasmatales","Izemoplasmataceae","bacterium"
"OTU_885","Bin107",1.40370627077358e-06,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","uncultured","uncultured__bacterium"
"OTU_892","Bin92",2.76617515333723e-06,"Bacteria","Firmicutes","Bacilli","Izemoplasmatales","Izemoplasmataceae","bacterium"
"OTU_887","Bin92",8.17909354852656e-07,"Bacteria","Firmicutes","Bacilli","Izemoplasmatales","Izemoplasmataceae","bacterium__enrichment__culture__clone__R4-81B"
"OTU_896","Bin124",3.75012435800271e-06,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","uncultured__bacterium"
"OTU_895","Bin92",2.22311442912055e-06,"Bacteria","Firmicutes","Bacilli","Izemoplasmatales","Izemoplasmataceae","uncultured__bacterium"
"OTU_898","Bin91",2.83754434987871e-06,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","UCG-004"
"OTU_899","Bin92",5.00716894462081e-06,"Bacteria","Firmicutes","Bacilli","Izemoplasmatales","Izemoplasmataceae","uncultured__bacterium"
"OTU_897","Bin7",3.41327090242959e-06,"Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Sphaerochaeta"
"OTU_900","Bin92",2.39778391082761e-06,"Bacteria","Firmicutes","Bacilli","Izemoplasmatales","Izemoplasmataceae","bacterium"
"OTU_901","Bin92",1.07162032496478e-05,"Bacteria","Firmicutes","Bacilli","Izemoplasmatales","Izemoplasmataceae","bacterium"
"OTU_906","Bin122",1.6195167110839e-06,"Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","uncultured","uncultured__bacterium"
"OTU_902","Bin99",4.62157507419888e-06,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Fusibacteraceae","Fusibacter"
"OTU_907","Bin84",2.67558299545271e-06,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio"
"OTU_908","Bin75",7.92231066946897e-06,"Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio"
"OTU_909","Bin72",3.28335970480262e-06,"Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio"
"OTU_910","Bin91",1.6394191204418e-06,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dubosiella"
"OTU_911","Bin117",7.48042749826383e-06,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Fusibacteraceae","Fusibacter"
"OTU_905","Bin4",6.62593164111983e-06,"Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","uncultured","uncultured__Firmicutes__bacterium"
"OTU_912","Bin72",6.72466134156891e-06,"Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio"
"OTU_903","Bin99",1.00596213503744e-06,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","GoM-GC232-4463-Bac1","bacterium__enrichment__culture__clone__AOM-SR-B2"
"OTU_913","Bin93",6.09671646891678e-06,"Bacteria","Firmicutes","Bacilli","Exiguobacterales","Exiguobacteraceae","Exiguobacterium"
"OTU_917","Bin109",6.86855099726285e-06,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","livecontrolB21","uncultured__bacterium"
"OTU_904","Bin10",2.22187188617994e-06,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","livecontrolB21","uncultured__bacterium"
"OTU_915","Bin114",6.37579396490561e-06,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","uncultured__bacterium"
"OTU_916","Bin92",7.47799042925701e-06,"Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","uncultured","uncultured__Firmicutes__bacterium"
"OTU_914","Bin122",4.15653724045492e-05,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","uncultured","marine__sediment__metagenome"
"OTU_920","Bin85",3.79616576378464e-06,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio"
"OTU_919","Bin113",1.34380708082573e-05,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Fusibacteraceae","Fusibacter"
"OTU_918","Bin122",1.09208670058019e-05,"Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","uncultured","uncultured__Firmicutes__bacterium"
"OTU_923","Bin122",8.85092505640476e-06,"Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","uncultured","uncultured__Firmicutes__bacterium"
"OTU_925","Bin22",2.22666214066159e-06,"Bacteria","Caldisericota","Caldisericia","Caldisericales","Caldisericaceae","Caldisericum"
"OTU_926","Bin91",5.61212471085422e-06,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","[Anaerorhabdus]__furcosa__group"
"OTU_924","Bin122",3.95572154015229e-06,"Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","uncultured","uncultured__bacterium"
"OTU_921","Bin103",1.10153533524137e-05,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Dethiosulfatibacteraceae","Dethiosulfatibacter"
"OTU_922","Bin122",4.2432439510645e-06,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Dethiosulfatibacteraceae","Dethiosulfatibacter"
"OTU_928","Bin122",9.05480226718447e-06,"Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","uncultured","uncultured__bacterium"
"OTU_927","Bin122",1.13534626991303e-05,"Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","uncultured","uncultured__Firmicutes__bacterium"
"OTU_929","Bin122",2.19858629764542e-06,"Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","uncultured","uncultured__bacterium"
"OTU_935","Bin11",1.00318824966128e-05,"Bacteria","Spirochaetota","Leptospirae","Leptospirales","Leptospiraceae","RBG-16-49-21"
"OTU_933","Bin11",1.82229899956782e-05,"Bacteria","Spirochaetota","Leptospirae","Leptospirales","Leptospiraceae","RBG-16-49-21"
"OTU_937","Bin11",9.05790871725887e-06,"Bacteria","Spirochaetota","Leptospirae","Leptospirales","Leptospiraceae","RBG-16-49-21"
"OTU_934","Bin11",2.51085559831825e-05,"Bacteria","Spirochaetota","Leptospirae","Leptospirales","Leptospiraceae","RBG-16-49-21"
"OTU_932","Bin88",1.28267237438883e-05,"Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","uncultured__organism","uncultured__bacterium"
"OTU_931","Bin11",3.15148008736728e-05,"Bacteria","Spirochaetota","Leptospirae","Leptospirales","Leptospiraceae","RBG-16-49-21"
"OTU_930","Bin11",7.2947422839549e-05,"Bacteria","Spirochaetota","Leptospirae","Leptospirales","Leptospiraceae","RBG-16-49-21"
"OTU_936","Bin11",8.72229333382725e-06,"Bacteria","Spirochaetota","Leptospirae","Leptospirales","Leptospiraceae","RBG-16-49-21"
"OTU_940","Bin45",0.000112269823991589,"Bacteria","Bacteroidota","Bacteroidia","ML602M-17","uncultured__organism","uncultured__bacterium"
"OTU_939","Bin42",6.0447681078868e-07,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella"
"OTU_938","Bin57",0.00310576422801329,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes__vadinHA17","uncultured__bacterium"
"OTU_942","Bin45",4.24641996669173e-05,"Bacteria","Bacteroidota","Bacteroidia","ML602M-17","uncultured__organism","uncultured__bacterium"
"OTU_941","Bin34",0.0405135838277581,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Marinifilum"
"OTU_944","Bin54",0.0450471375395183,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Sunxiuqinia"
"OTU_943","Bin57",0.000371074861839607,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes__vadinHA17","uncultured__bacterium"
"OTU_946","Bin60",2.15735776986874e-05,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","uncultured__Cytophagales__bacterium"
"OTU_948","Bin48",0.00231958788677783,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","uncultured__bacterium"
"OTU_945","Bin50",6.72821485312881e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_949","Bin57",3.73511862943269e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes__vadinHA17","uncultured__bacterium"
"OTU_947","Bin56",0.00722322759314602,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Draconibacterium"
"OTU_950","Bin46",0.00818036011962052,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"OTU_954","Bin62",1.00806566020927e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes__vadinHA17","uncultured__bacterium"
"OTU_955","Bin43",2.06157704001715e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes__vadinHA17","uncultured__bacterium"
"OTU_956","Bin52",3.57274401474354e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Draconibacterium"
"OTU_953","Bin33",0.004804913438213,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Marinifilum"
"OTU_952","Bin53",0.00268709470723888,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Mangrovibacterium"
"OTU_957","Bin57",5.62355201017836e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes__vadinHA17","uncultured__bacterium"
"OTU_958","Bin39",2.63178286444594e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes__vadinHA17","uncultured__bacterium"
"OTU_959","Bin57",2.63584740842155e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_951","Bin57",1.21465505455785e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","Carboxylicivirga"
"OTU_960","Bin57",1.66241492172079e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes__vadinHA17","uncultured__bacterium"
"OTU_962","Bin61",1.98749903590902e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidetes__VC2.1__Bac22","uncultured__bacterium","uncultured__bacterium"
"OTU_961","Bin50",9.9354831274397e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_964","Bin61",8.89012354144052e-06,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobium"
"OTU_965","Bin57",1.0491853070694e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes__vadinHA17","uncultured__bacterium"
"OTU_963","Bin62",1.07219600501046e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes__vadinHA17","uncultured__bacterium"
"OTU_967","Bin60",1.08765142500076e-05,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","uncultured__bacterium"
"OTU_966","Bin61",1.1594296292498e-05,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","uncultured__Bacteroidetes__bacterium"
"OTU_970","Bin60",4.58148447829084e-06,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobium"
"OTU_969","Bin70",5.41921480539e-06,"Bacteria","LCP-89","uncultured__bacterium","uncultured__bacterium","uncultured__bacterium","uncultured__bacterium"
"OTU_968","Bin32",3.64223948796371e-06,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Gaetbulibacter"
"OTU_974","Bin57",1.74017944379277e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes__vadinHA17","uncultured__bacterium"
"OTU_973","Bin57",1.66177527049307e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes__vadinHA17","uncultured__bacterium"
"OTU_971","Bin56",3.95215983974661e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Draconibacterium"
"OTU_978","Bin42",1.12434239267984e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","uncultured"
"OTU_977","Bin37",6.52695597629421e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","uncultured"
"OTU_976","Bin43",5.02115721811548e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"OTU_975","Bin57",4.77737805350587e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Marinifilum"
"OTU_979","Bin52",6.23299005052482e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Draconibacterium"
"OTU_982","Bin62",1.19361510986631e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidetes__VC2.1__Bac22","uncultured__bacterium","uncultured__bacterium"
"OTU_981","Bin52",8.53915376005901e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Draconibacterium"
"OTU_972","Bin62",3.59276423067831e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes__vadinHA17","uncultured__bacterium"
"OTU_980","Bin57",1.38244289377292e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes__vadinHA17","uncultured__bacterium"
"OTU_986","Bin51",4.60806074042587e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","uncultured"
"OTU_984","Bin57",7.08410866817015e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Sunxiuqinia"
"OTU_987","Bin57",1.27129953973433e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes__vadinHA17","uncultured__bacterium"
"OTU_983","Bin24",8.55541584168402e-06,"Bacteria","Verrucomicrobiota","Chlamydiae","LD1-PA32","uncultured__sediment__bacterium","uncultured__bacterium"
"OTU_985","Bin3",4.44336828702024e-06,"Bacteria","Cloacimonadota","Cloacimonadia","Cloacimonadales","LK-44f","uncultured__bacterium"
"OTU_988","Bin60",2.19977924140407e-06,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","uncultured__Cytophagales__bacterium"
"OTU_990","Bin60",2.38219539884842e-06,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","uncultured__bacterium"
"OTU_991","Bin57",6.28819181458204e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes__vadinHA17","uncultured__bacterium"
"OTU_989","Bin98",1.16200330541981e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes__vadinHA17","uncultured__bacterium"
"OTU_992","Bin62",1.81238068726471e-06,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","ST-12K33","uncultured__organism"
"OTU_996","Bin57",2.17508472055116e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes__vadinHA17","uncultured__bacterium"
"OTU_994","Bin57",4.45465177724508e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_998","Bin34",1.78171637043001e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Marinifilum"
"OTU_993","Bin57",3.70680828074059e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes__vadinHA17","uncultured__bacterium"
"OTU_999","Bin59",0.000115282539825665,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Roseimarinus"
"OTU_997","Bin57",5.77731186925367e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes__vadinHA17","uncultured__bacterium"
"OTU_1001","Bin61",4.01519662839356e-07,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","CMW-169","uncultured__bacterium"
"OTU_995","Bin57",2.23714502428862e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes__vadinHA17","uncultured__bacterium"
"OTU_1000","Bin38",5.04640392954747e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","uncultured"
"OTU_1003","Bin38",0.000155267127894161,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","uncultured"
"OTU_1005","Bin45",1.58917432866282e-06,"Bacteria","Bacteroidota","Bacteroidia","ML602M-17","uncultured__organism","uncultured__bacterium"
"OTU_1004","Bin43",0.000262733474746269,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Draconibacterium"
"OTU_1002","Bin59",0.000397015089634896,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","Labilibacter"
"OTU_1008","Bin42",0.00021859238524164,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"OTU_1006","Bin45",9.95170377821696e-07,"Bacteria","Bacteroidota","Bacteroidia","ML602M-17","uncultured__organism","uncultured__bacterium"
"OTU_1007","Bin54",2.79127197716913e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Sunxiuqinia"
"OTU_1009","Bin33",5.4488087292858e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Marinifilum"
"OTU_1010","Bin39",0.00195749768715347,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","uncultured"
"OTU_1013","Bin34",0.000466287464836175,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Marinifilum"
"OTU_1015","Bin41",0.000653940187646913,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","Carboxylicivirga"
"OTU_1016","Bin38",0.000309438614571174,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","uncultured"
"OTU_1017","Bin62",0.000684162715938926,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidetes__VC2.1__Bac22","uncultured__bacterium","uncultured__bacterium"
"OTU_1011","Bin54",0.00109511947711893,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Sunxiuqinia"
"OTU_1014","Bin34",0.000430526622127161,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Marinifilum"
"OTU_1012","Bin50",0.00135681695195654,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1018","Bin61",0.0004179045695151,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","uncultured__bacterium"
"OTU_1022","Bin46",0.00284583373856739,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"OTU_1021","Bin62",0.000258048504869479,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","uncultured__bacterium"
"OTU_1019","Bin49",0.000186062064781091,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1020","Bin55",0.000241521957659752,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Roseimarinus"
"OTU_1026","Bin59",0.00014388055882313,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","Marinilabilia"
"OTU_1027","Bin61",0.000106246202931008,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","uncultured__sediment__bacterium"
"OTU_1028","Bin51",0.000117979426531043,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Draconibacterium"
"OTU_1024","Bin58",0.000163963436910073,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1023","Bin44",0.000162974319139905,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Williamwhitmaniaceae","Blvii28__wastewater-sludge__group"
"OTU_1025","Bin61",0.000331328552559476,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobium"
"OTU_1030","Bin52",0.000224434822856309,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Draconibacterium"
"OTU_1029","Bin54",0.000686191941747058,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Sunxiuqinia"
"OTU_1032","Bin51",0.000142107856510544,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","uncultured"
"OTU_1031","Bin60",6.04432143855509e-05,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobium"
"OTU_1036","Bin50",0.000224456537494644,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1034","Bin54",0.00022335882763294,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Sunxiuqinia"
"OTU_1033","Bin52",0.000124557075980434,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Draconibacterium"
"OTU_1035","Bin57",0.00025965021746302,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes__vadinHA17","uncultured__Bacteroidetes__bacterium"
"OTU_1037","Bin33",0.000199883964018511,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Marinifilum"
"OTU_1040","Bin38",0.000133495341844138,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","DMER64"
"OTU_1038","Bin41",0.000180183554353355,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","Carboxylicivirga"
"OTU_1039","Bin54",0.000152862062682905,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Sunxiuqinia"
"OTU_1044","Bin41",5.3772583184743e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","Carboxylicivirga"
"OTU_1041","Bin55",4.89777452511616e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Roseimarinus"
"OTU_1043","Bin59",0.000103225336289372,"Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","Melioribacteraceae","IheB3-7"
"OTU_1045","Bin39",9.00297170279217e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","uncultured"
"OTU_1048","Bin44",5.2674966381609e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Williamwhitmaniaceae","Blvii28__wastewater-sludge__group"
"OTU_1049","Bin56",9.83883583486104e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Draconibacterium"
"OTU_1046","Bin62",4.12153456025303e-05,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","uncultured","uncultured__organism"
"OTU_1053","Bin54",6.80601993841007e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Sunxiuqinia"
"OTU_1052","Bin48",9.66748126889903e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Draconibacterium"
"OTU_1050","Bin41",6.87382619706184e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","Carboxylicivirga"
"OTU_1051","Bin43",0.000264803918142033,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Sunxiuqinia"
"OTU_1042","Bin56",0.000124883695817278,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Marinifilum"
"OTU_1047","Bin34",3.94387084994075e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Marinifilum"
"OTU_1055","Bin42",2.55259225772449e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"OTU_1054","Bin56",6.98737026760989e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured"
"OTU_1056","Bin59",9.8128745108867e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes__BD2-2","uncultured__bacterium"
"OTU_1058","Bin57",0.000162263903364192,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes__vadinHA17","uncultured__bacterium"
"OTU_1063","Bin52",0.000112977866523292,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Draconibacterium"
"OTU_1057","Bin62",5.59309041761797e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Marinifilum"
"OTU_1066","Bin60",2.33037756945354e-05,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","SBYC-2600","uncultured__organism"
"OTU_1060","Bin57",7.44013956477594e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes__vadinHA17","uncultured__Cytophagales__bacterium"
"OTU_1061","Bin57",6.16810072584154e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes__vadinHA17","uncultured__bacterium"
"OTU_1059","Bin56",8.89987727444871e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Draconibacterium"
