"Bins","Group","Process","Relative importance","Family","Phylum","Rank_within_group_process"
"Bin85","D6","DL",0.00117433958585815,"Desulfovibrionaceae","Desulfobacterota",4
"Bin81","D0","DL",0.00116277758494803,"Syntrophotalea","Desulfobacterota",44
"Bin63","D0","DL",0.00114437696203093,"uncultured__bacterium","Patescibacteria",45
"Bin21","D0","HoS",0.00112831684348335,"uncultured__bacterium","Chloroflexi",30
"Bin1","D0","DR",0.00112728090887526,"LK-44f","Cloacimonadota",37
"Bin2","D1","HoS",0.00112677908036253,"MSBL8","Cloacimonadota",34
"Bin86","D0","DL",0.00112552393583778,"uncultured__bacterium","Acidobacteriota",46
"Bin75","D1","HoS",0.00111156531362668,"Vibrionaceae","Proteobacteria",35
"Bin36","D3","DR",0.00107119601863339,"Marinilabiliaceae","Bacteroidota",13
"Bin80","D0","DL",0.00106886292754492,"uncultured__bacterium","SAR324__clade(Marine__group__B)",47
"Bin114","D6","HoS",0.0010569616000255,"Anaerovoracaceae","Firmicutes",17
"Bin59","D1","DR",0.00105684381761148,"Marinilabiliaceae","Bacteroidota",17
"Bin101","D5","DR",0.00105200464461988,"Fusobacteriaceae","Fusobacteriota",11
"Bin53","D6","HoS",0.00104775352346973,"Prolixibacteraceae","Bacteroidota",18
"Bin80","D0","DR",0.00103630907338875,"uncultured__bacterium","SAR324__clade(Marine__group__B)",38
"Bin44","D1","HoS",0.00103141807322591,"Williamwhitmaniaceae","Bacteroidota",36
"Bin116","D5","HoS",0.00102998644001291,"Fusibacteraceae","Firmicutes",20
"Bin95","D0","DR",0.00102898082586019,"Peptococcaceae","Firmicutes",39
"Bin124","D0","HoS",0.00101163898962289,"Bacteroidetes__vadinHA17","Bacteroidota",31
"Bin10","D0","DL",0.00101057136524709,"Spirochaetaceae","Spirochaetota",48
"Bin71","D6","DL",0.000997446186547739,"Shewanellaceae","Proteobacteria",5
"Bin77","D6","HoS",0.000989360684776171,"Rhodospirillaceae","Proteobacteria",19
"Bin6","D6","HoS",0.000975251733542652,"Arcobacteraceae","Campilobacterota",20
"Bin107","D3","DR",0.000972266258978739,"uncultured","Firmicutes",14
"Bin17","D1","HoS",0.000968228402665606,"Anaerolineaceae","Chloroflexi",37
"Bin124","D1","DL",0.00096658536689134,"Bacteroidetes__vadinHA17","Bacteroidota",31
"Bin47","D1","DL",0.000966381095005734,"Prolixibacteraceae","Bacteroidota",32
"Bin9","D5","HoS",0.000940819125844505,"Spirochaetaceae","Spirochaetota",21
"Bin23","D0","DR",0.00094063139439815,"uncultured__bacterium","Caldatribacteriota",40
"Bin80","D1","DL",0.000939138746127989,"uncultured__bacterium","SAR324__clade(Marine__group__B)",33
"Bin41","D1","DR",0.000936986498035016,"Marinilabiliaceae","Bacteroidota",18
"Bin123","D0","HoS",0.00093482241277936,"uncultured","Firmicutes",32
"Bin51","D1","DR",0.00092191367714908,"Prolixibacteraceae","Bacteroidota",19
"Bin30","D0","DR",0.000916315300339642,"uncultured__bacterium","Actinobacteriota",41
"Bin33","D6","HoS",0.000906392712776506,"Marinifilaceae","Bacteroidota",21
"Bin75","D6","DL",0.000897125171675703,"Vibrionaceae","Proteobacteria",6
"Bin93","D5","HoS",0.000895898553492811,"Exiguobacteraceae","Firmicutes",22
"Bin51","D0","DR",0.000890287479002898,"Prolixibacteraceae","Bacteroidota",42
"Bin90","D1","HoS",0.000887440698395145,"uncultured__bacterium","Firmicutes",38
"Bin34","D1","DL",0.000881930221151158,"Marinifilaceae","Bacteroidota",34
"Bin94","D6","HoS",0.000880887998512636,"Carnobacteriaceae","Firmicutes",22
"Bin66","D0","HoS",0.000878578762391621,"uncultured__bacterium","Patescibacteria",33
"Bin38","D0","DR",0.000872223406925901,"Rikenellaceae","Bacteroidota",43
"Bin18","D1","DR",0.000865441264732356,"Anaerolineaceae","Chloroflexi",20
"Bin70","D0","DR",0.00085899896528082,"uncultured__bacterium","Marinimicrobia__(SAR406__clade)",44
"Bin58","D0","DR",0.00085259850664884,"Marinilabiliaceae","Bacteroidota",45
"Bin120","D0","DL",0.000848156994469301,"Lachnospiraceae","Firmicutes",49
"Bin116","D7","HoS",0.000839354922702095,"Fusibacteraceae","Firmicutes",19
"Bin99","D1","DL",0.000838566018539061,"Prolixibacteraceae","Bacteroidota",35
"Bin24","D0","DR",0.000836628893990169,"uncultured__bacterium","Verrucomicrobiota",46
"Bin26","D0","DR",0.000835362674661193,"uncultured","Actinobacteriota",47
"Bin52","D0","DR",0.000835168081898583,"Prolixibacteraceae","Bacteroidota",48
"Bin89","D7","DR",0.000831002744217529,"Clostridiaceae","Firmicutes",17
"Bin95","D1","DR",0.000827869276277831,"Peptococcaceae","Firmicutes",21
"Bin94","D1","DR",0.000824851738486745,"Carnobacteriaceae","Firmicutes",22
"Bin115","D5","DL",0.000820768488940197,"Anaerovoracaceae","Firmicutes",4
"Bin91","D6","DR",0.000818018330574542,"Erysipelotrichaceae","Firmicutes",16
"Bin79","D7","DL",0.000815546888372686,"Stappiaceae","Proteobacteria",10
"Bin79","D0","DR",0.000807745946421953,"Stappiaceae","Proteobacteria",49
"Bin109","D3","HoS",0.000804348725313527,"livecontrolB21","Firmicutes",21
"Bin110","D0","HoS",0.000803141464328435,"uncultured","Actinobacteriota",34
"Bin72","D3","HoS",0.000802796201975404,"Vibrionaceae","Proteobacteria",22
"Bin82","D1","DR",0.000801797159146021,"Desulfobulbaceae","Desulfobacterota",23
"Bin92","D0","DR",0.000792658134971208,"Izemoplasmataceae","Firmicutes",50
"Bin118","D6","HoS",0.000792336647223247,"Guggenheimella","Firmicutes",23
"Bin93","D0","HoS",0.000786686639791158,"Exiguobacteraceae","Firmicutes",35
"Bin44","D0","HoS",0.000783856805950652,"Williamwhitmaniaceae","Bacteroidota",36
"Bin87","D0","DR",0.000779989692359285,"uncultured__bacterium","Acidobacteriota",51
"Bin24","D1","DR",0.000777226326624442,"uncultured__bacterium","Verrucomicrobiota",24
"Bin77","D6","DR",0.000775103912644849,"Rhodospirillaceae","Proteobacteria",17
"Bin4","D1","HoS",0.000768915337422864,"MSBL8","Cloacimonadota",39
"Bin36","D3","DL",0.000766724500072963,"Marinilabiliaceae","Bacteroidota",1
"Bin33","D3","DR",0.0007662224631714,"Marinifilaceae","Bacteroidota",15
"Bin6","D6","DR",0.000764353805862061,"Arcobacteraceae","Campilobacterota",18
"Bin89","D1","DL",0.000762214870352367,"Clostridiaceae","Firmicutes",36
"Bin85","D5","HoS",0.000759889894515312,"Desulfovibrionaceae","Desulfobacterota",23
"Bin19","D1","DR",0.000755110566015487,"Anaerolineaceae","Chloroflexi",25
"Bin78","D6","DR",0.000747463521728525,"Rhodobacteraceae","Proteobacteria",19
"Bin35","D6","HoS",0.000737859620397074,"Marinilabiliaceae","Bacteroidota",24
"Bin7","D1","DL",0.000735330426586028,"Spirochaetaceae","Spirochaetota",37
"Bin117","D0","DL",0.000731420007395538,"Fusibacteraceae","Firmicutes",50
"Bin46","D7","HoS",0.000726676013669292,"Bacteroidaceae","Bacteroidota",20
"Bin84","D6","DR",0.000723329013292301,"Desulfovibrionaceae","Desulfobacterota",20
"Bin77","D5","DR",0.000722834562436028,"Rhodospirillaceae","Proteobacteria",12
"Bin102","D3","DL",0.000717969137981541,"Dethiosulfatibacteraceae","Firmicutes",2
"Bin96","D0","DR",0.000716940734419041,"Oscillospiraceae","Firmicutes",52
"Bin91","D1","DR",0.000710364888172229,"Erysipelotrichaceae","Firmicutes",26
"Bin55","D6","DR",0.000708696971262266,"Prolixibacteraceae","Bacteroidota",21
"Bin93","D0","DL",0.000700505547041851,"Exiguobacteraceae","Firmicutes",51
"Bin48","D3","DR",0.000699304800408604,"Lentimicrobiaceae","Bacteroidota",16
"Bin33","D5","DR",0.000698817091121758,"Marinifilaceae","Bacteroidota",13
"Bin2","D0","DR",0.000698476346017812,"MSBL8","Cloacimonadota",53
"Bin61","D1","DR",0.000681192567726128,"Lentimicrobiaceae","Bacteroidota",27
"Bin79","D1","DR",0.000675235910291993,"Stappiaceae","Proteobacteria",28
"Bin112","D5","DR",0.00066964746441434,"Peptostreptococcaceae","Firmicutes",14
"Bin89","D5","DR",0.00066105915708895,"Clostridiaceae","Firmicutes",15
"Bin23","D1","DR",0.000657342970708465,"uncultured__bacterium","Caldatribacteriota",29
"Bin58","D0","DL",0.000655554260474846,"Marinilabiliaceae","Bacteroidota",52
"Bin121","D0","DR",0.000650771676318913,"Defluviitaleaceae","Firmicutes",54
"Bin60","D0","DL",0.000650495496219583,"Lentimicrobiaceae","Bacteroidota",53
"Bin123","D1","DL",0.000648430649279045,"uncultured","Firmicutes",38
"Bin3","D1","DL",0.000646184723665198,"uncultured__bacterium","Nitrospirota",39
"Bin4","D1","DL",0.000643286926764308,"MSBL8","Cloacimonadota",40
"Bin119","D1","HoS",0.00064094262881889,"Fusibacteraceae","Firmicutes",40
"Bin33","D3","HoS",0.000638436974487871,"Marinifilaceae","Bacteroidota",23
"Bin6","D5","DR",0.000630109582250221,"Arcobacteraceae","Campilobacterota",16
"Bin18","D1","DL",0.000629962083838368,"Anaerolineaceae","Chloroflexi",41
"Bin100","D0","HoS",0.000621492591486921,"Fusobacteriaceae","Fusobacteriota",37
"Bin67","D0","DL",0.000619791813148453,"uncultured__bacterium","Patescibacteria",54
"Bin62","D1","HoS",0.000616045805696575,"uncultured__bacterium","Bacteroidota",41
"Bin103","D0","DR",0.000594924600232165,"Dethiosulfatibacteraceae","Firmicutes",55
"Bin53","D1","DR",0.000592696246655831,"Prolixibacteraceae","Bacteroidota",30
"Bin55","D3","DR",0.000591866585713844,"Prolixibacteraceae","Bacteroidota",17
"Bin64","D0","HoS",0.000588669336606625,"uncultured__bacterium","Patescibacteria",38
"Bin117","D6","HoS",0.000583814785387554,"Fusibacteraceae","Firmicutes",25
"Bin117","D5","HoS",0.000578505315862208,"Fusibacteraceae","Firmicutes",24
"Bin96","D3","DR",0.000564081414773653,"Oscillospiraceae","Firmicutes",18
"Bin22","D1","DR",0.000552094914305529,"Petrotogaceae","Thermotogota",31
"Bin8","D0","DR",0.000549916041809797,"Spirochaetaceae","Spirochaetota",56
"Bin59","D1","HoS",0.000547822440986804,"Marinilabiliaceae","Bacteroidota",42
"Bin11","D0","DR",0.000546973365849318,"Leptospiraceae","Spirochaetota",57
"Bin101","D5","HoS",0.000537193632448947,"Fusobacteriaceae","Fusobacteriota",25
"Bin77","D3","DR",0.00053670106539465,"Rhodospirillaceae","Proteobacteria",19
"Bin2","D1","DR",0.00053372970890887,"MSBL8","Cloacimonadota",32
"Bin12","D1","HoS",0.000532447001389211,"uncultured","Firmicutes",43
"Bin114","D1","DR",0.000519737167132934,"Anaerovoracaceae","Firmicutes",33
"Bin20","D0","DR",0.000509568996627051,"uncultured__bacterium","Chloroflexi",58
"Bin85","D1","DR",0.000506460764168446,"Desulfovibrionaceae","Desulfobacterota",34
"Bin89","D3","DR",0.000505488566564638,"Clostridiaceae","Firmicutes",20
"Bin24","D3","HoS",0.000501903490873539,"uncultured__bacterium","Verrucomicrobiota",24
"Bin33","D5","HoS",0.000496275363825334,"Marinifilaceae","Bacteroidota",26
"Bin14","D0","DR",0.000495545927156252,"JG30-KF-CM45","Chloroflexi",59
"Bin68","D1","DL",0.00049330778744428,"uncultured__bacterium","Cyanobacteria",42
"Bin76","D0","DR",0.000492030953805766,"Rhodocyclaceae","Proteobacteria",60
"Bin53","D1","DL",0.000486389101636836,"Prolixibacteraceae","Bacteroidota",43
"Bin60","D1","DL",0.000480773749971392,"Lentimicrobiaceae","Bacteroidota",44
"Bin21","D1","DR",0.000479640672053175,"uncultured__bacterium","Chloroflexi",35
"Bin86","D0","DR",0.00047675036270292,"uncultured__bacterium","Acidobacteriota",61
"Bin43","D6","DR",0.000473639060034711,"Prolixibacteraceae","Bacteroidota",22
"Bin64","D0","DR",0.00046956409818583,"uncultured__bacterium","Patescibacteria",62
"Bin42","D0","DR",0.000465095159163085,"Bacteroidaceae","Bacteroidota",63
"Bin55","D1","DR",0.000464522605298804,"Prolixibacteraceae","Bacteroidota",36
"Bin125","D3","DR",0.000462577109759887,"Peptococcaceae","Firmicutes",21
"Bin101","D3","HoS",0.000458874956328161,"Fusobacteriaceae","Fusobacteriota",25
"Bin36","D1","HoS",0.000455846920102932,"Marinilabiliaceae","Bacteroidota",44
"Bin88","D1","DL",0.00045329775382177,"Synergistaceae","Synergistota",45
"Bin106","D6","HoS",0.000451602144105222,"JTB215","Firmicutes",26
"Bin77","D1","DR",0.00044835362113643,"Rhodospirillaceae","Proteobacteria",37
"Bin43","D6","HoS",0.000446302978362888,"Prolixibacteraceae","Bacteroidota",27
"Bin33","D1","DR",0.000441065454301193,"Marinifilaceae","Bacteroidota",38
"Bin117","D1","DR",0.000439296055490897,"Fusibacteraceae","Firmicutes",39
"Bin71","D0","DR",0.000438960809897352,"Shewanellaceae","Proteobacteria",64
"Bin25","D0","DR",0.00043624080374312,"uncultured__bacterium","Latescibacterota",65
"Bin65","D1","HoS",0.000433219581856456,"uncultured__bacterium","Patescibacteria",45
"Bin52","D3","DR",0.000429841172594417,"Prolixibacteraceae","Bacteroidota",22
"Bin10","D0","HoS",0.000429630059286781,"Spirochaetaceae","Spirochaetota",39
"Bin31","D1","HoS",0.000428027265489154,"uncultured__bacterium","Actinobacteriota",46
"Bin55","D7","HoS",0.000426042040585738,"Prolixibacteraceae","Bacteroidota",21
"Bin15","D1","DR",0.000424775357585721,"uncultured__Chloroflexi__bacterium","Chloroflexi",40
"Bin78","D3","HoS",0.000423770680875012,"Rhodobacteraceae","Proteobacteria",26
"Bin52","D7","HoS",0.000421195820886588,"Prolixibacteraceae","Bacteroidota",22
"Bin51","D3","HoS",0.000417101402394731,"Prolixibacteraceae","Bacteroidota",27
"Bin47","D1","HoS",0.000415879586590635,"Prolixibacteraceae","Bacteroidota",47
"Bin84","D1","DL",0.000406667814330073,"Desulfovibrionaceae","Desulfobacterota",46
"Bin42","D6","HoS",0.000401320129545923,"Bacteroidaceae","Bacteroidota",28
"Bin116","D1","HoS",0.000396992178834853,"Fusibacteraceae","Firmicutes",48
"Bin32","D0","DR",0.000396790408230037,"Flavobacteriaceae","Bacteroidota",66
"Bin10","D0","DR",0.000391724547026036,"Spirochaetaceae","Spirochaetota",67
"Bin41","D0","DR",0.0003905412540882,"Marinilabiliaceae","Bacteroidota",68
"Bin28","D1","DR",0.000386689017492143,"Propionibacteriaceae","Actinobacteriota",41
"Bin3","D0","DR",0.000386382080614768,"uncultured__bacterium","Nitrospirota",69
"Bin64","D1","DR",0.000382206609220174,"uncultured__bacterium","Patescibacteria",42
"Bin55","D7","DR",0.000382156873402803,"Prolixibacteraceae","Bacteroidota",18
"Bin89","D6","DR",0.000379905204153769,"Clostridiaceae","Firmicutes",23
"Bin59","D6","DL",0.000378895127181786,"Marinilabiliaceae","Bacteroidota",7
"Bin35","D6","DR",0.000377320825071317,"Marinilabiliaceae","Bacteroidota",24
"Bin14","D0","HoS",0.000374869096450867,"JG30-KF-CM45","Chloroflexi",40
"Bin27","D1","DR",0.000373330838696583,"Ilumatobacteraceae","Actinobacteriota",43
"Bin120","D0","DR",0.000368314459258825,"Lachnospiraceae","Firmicutes",70
"Bin116","D7","DL",0.00036550885069384,"Fusibacteraceae","Firmicutes",11
"Bin30","D1","DR",0.000363894187277076,"uncultured__bacterium","Actinobacteriota",44
"Bin60","D1","DR",0.000362886784438717,"Lentimicrobiaceae","Bacteroidota",45
"Bin52","D3","HoS",0.00036253245871006,"Prolixibacteraceae","Bacteroidota",28
"Bin1","D1","HoS",0.000361735470699141,"LK-44f","Cloacimonadota",49
"Bin101","D1","DR",0.000360794478784252,"Fusobacteriaceae","Fusobacteriota",46
"Bin116","D7","DR",0.000355509445736328,"Fusibacteraceae","Firmicutes",19
"Bin72","D6","DL",0.000354097655812081,"Vibrionaceae","Proteobacteria",8
"Bin47","D6","HoS",0.000353290198875209,"Prolixibacteraceae","Bacteroidota",29
"Bin37","D1","HoS",0.000351367733660882,"Rikenellaceae","Bacteroidota",50
"Bin65","D0","DR",0.000350245503673985,"uncultured__bacterium","Patescibacteria",71
"Bin60","D0","DR",0.000349450564462385,"Lentimicrobiaceae","Bacteroidota",72
"Bin125","D0","HoS",0.000343600786298171,"Peptococcaceae","Firmicutes",41
"Bin36","D5","DR",0.000342552496229321,"Marinilabiliaceae","Bacteroidota",17
"Bin93","D5","DR",0.000341089048007209,"Exiguobacteraceae","Firmicutes",18
"Bin117","D7","DR",0.000340597068230857,"Fusibacteraceae","Firmicutes",20
"Bin11","D1","DL",0.000337704614719559,"Leptospiraceae","Spirochaetota",47
"Bin97","D1","DR",0.000337395517981065,"Ethanoligenenaceae","Firmicutes",47
"Bin78","D5","HoS",0.000336654539877963,"Rhodobacteraceae","Proteobacteria",27
"Bin117","D6","DR",0.00033664318072752,"Fusibacteraceae","Firmicutes",25
"Bin97","D0","DR",0.000333064841549782,"Ethanoligenenaceae","Firmicutes",73
"Bin55","D5","DR",0.000330843120768892,"Prolixibacteraceae","Bacteroidota",19
"Bin24","D1","DL",0.000329079620532903,"uncultured__bacterium","Verrucomicrobiota",48
"Bin56","D1","DR",0.000328887890175183,"Prolixibacteraceae","Bacteroidota",48
"Bin37","D1","DL",0.00032736773882076,"Rikenellaceae","Bacteroidota",49
"Bin6","D5","DL",0.000323662355241268,"Arcobacteraceae","Campilobacterota",5
"Bin84","D6","HoS",0.000317527282523173,"Desulfovibrionaceae","Desulfobacterota",30
"Bin125","D0","DR",0.000317174040598576,"Peptococcaceae","Firmicutes",74
"Bin36","D1","DR",0.000311779997046729,"Marinilabiliaceae","Bacteroidota",49
"Bin11","D0","HoS",0.000307565021609064,"Leptospiraceae","Spirochaetota",42
"Bin99","D1","DR",0.00030721356056754,"Prolixibacteraceae","Bacteroidota",50
"Bin53","D5","HoS",0.000306953715520599,"Prolixibacteraceae","Bacteroidota",28
"Bin121","D0","DL",0.000304614449684744,"Defluviitaleaceae","Firmicutes",55
"Bin65","D1","DR",0.000303678152398596,"uncultured__bacterium","Patescibacteria",51
"Bin116","D6","DR",0.000303594162784351,"Fusibacteraceae","Firmicutes",26
"Bin8","D6","DR",0.000300302973956279,"Spirochaetaceae","Spirochaetota",27
"Bin83","D1","DL",0.000298271830810641,"Desulfobacteraceae","Desulfobacterota",50
"Bin8","D5","DR",0.000297261519974403,"Spirochaetaceae","Spirochaetota",20
"Bin40","D6","DL",0.000296398152350242,"Marinifilaceae","Bacteroidota",9
"Bin28","D0","HoS",0.000284967341350952,"Propionibacteriaceae","Actinobacteriota",43
"Bin72","D5","DR",0.000281429025261878,"Vibrionaceae","Proteobacteria",21
"Bin63","D0","DR",0.000281161869142771,"uncultured__bacterium","Patescibacteria",75
"Bin26","D1","DR",0.000280859395248284,"uncultured","Actinobacteriota",52
"Bin120","D1","DR",0.000278180968612131,"Lachnospiraceae","Firmicutes",53
"Bin119","D6","DR",0.000274792141297883,"Fusibacteraceae","Firmicutes",28
"Bin114","D6","DR",0.000274742033532431,"Anaerovoracaceae","Firmicutes",29
"Bin121","D6","HoS",0.000273831764238525,"Defluviitaleaceae","Firmicutes",31
"Bin115","D5","DR",0.000272245778361584,"Anaerovoracaceae","Firmicutes",22
"Bin17","D1","DL",0.000272044773855855,"Anaerolineaceae","Chloroflexi",51
"Bin31","D3","HoS",0.00027146051563326,"uncultured__bacterium","Actinobacteriota",29
"Bin67","D0","DR",0.000270237196250446,"uncultured__bacterium","Patescibacteria",76
"Bin101","D1","DL",0.000269604560391596,"Fusobacteriaceae","Fusobacteriota",52
"Bin95","D1","DL",0.000268981203756336,"Peptococcaceae","Firmicutes",53
"Bin66","D1","DR",0.000267793949139116,"uncultured__bacterium","Patescibacteria",54
"Bin70","D3","DR",0.00026568027406693,"uncultured__bacterium","Marinimicrobia__(SAR406__clade)",23
"Bin83","D1","DR",0.000264062938294053,"Desulfobacteraceae","Desulfobacterota",55
"Bin88","D1","DR",0.000264037336508087,"Synergistaceae","Synergistota",56
"Bin62","D1","DR",0.000259103292874795,"uncultured__bacterium","Bacteroidota",57
"Bin76","D1","DR",0.000258496786278353,"Rhodocyclaceae","Proteobacteria",58
"Bin106","D6","DR",0.000256291759958561,"JTB215","Firmicutes",30
"Bin43","D5","HoS",0.000254344345947751,"Prolixibacteraceae","Bacteroidota",29
"Bin72","D3","DR",0.00025314028953709,"Vibrionaceae","Proteobacteria",24
"Bin49","D1","DR",0.00025165736446341,"Marinilabiliaceae","Bacteroidota",59
"Bin1","D0","DL",0.000251611057950386,"LK-44f","Cloacimonadota",56
"Bin96","D5","DR",0.000251234930602344,"Oscillospiraceae","Firmicutes",23
"Bin36","D6","DR",0.000249457530902332,"Marinilabiliaceae","Bacteroidota",31
"Bin12","D1","DL",0.00024878310292312,"uncultured","Firmicutes",54
"Bin116","D5","DL",0.000248326155259764,"Fusibacteraceae","Firmicutes",6
"Bin38","D1","HoS",0.000245342192305704,"Rikenellaceae","Bacteroidota",51
"Bin117","D5","DR",0.000243603389723771,"Fusibacteraceae","Firmicutes",24
"Bin52","D7","DR",0.00023909991675527,"Prolixibacteraceae","Bacteroidota",21
"Bin58","D1","DR",0.000239089708401855,"Marinilabiliaceae","Bacteroidota",60
"Bin72","D0","HoS",0.000238475536773855,"Vibrionaceae","Proteobacteria",44
"Bin114","D5","DR",0.000235597576417862,"Anaerovoracaceae","Firmicutes",25
"Bin87","D1","DR",0.000235054487678665,"uncultured__bacterium","Acidobacteriota",61
"Bin42","D5","HoS",0.000232820471976376,"Bacteroidaceae","Bacteroidota",30
"Bin99","D3","DR",0.000230720313599048,"Prolixibacteraceae","Bacteroidota",25
"Bin47","D5","HoS",0.000230052842514993,"Prolixibacteraceae","Bacteroidota",31
"Bin63","D1","DR",0.000229542287432022,"uncultured__bacterium","Patescibacteria",62
"Bin109","D3","DR",0.000228890968926489,"livecontrolB21","Firmicutes",26
"Bin41","D3","HoS",0.00022802213560249,"Marinilabiliaceae","Bacteroidota",30
"Bin11","D1","HoS",0.000227768540736644,"Leptospiraceae","Spirochaetota",52
"Bin97","D1","DL",0.000224250444653898,"Ethanoligenenaceae","Firmicutes",55
"Bin72","D5","DL",0.000219374981107675,"Vibrionaceae","Proteobacteria",7
"Bin118","D3","DR",0.000218809740237817,"Guggenheimella","Firmicutes",27
"Bin42","D1","DR",0.000218170687069506,"Bacteroidaceae","Bacteroidota",63
"Bin51","D7","DR",0.000217664415275443,"Prolixibacteraceae","Bacteroidota",22
"Bin47","D0","DR",0.000215852594602048,"Prolixibacteraceae","Bacteroidota",77
"Bin42","D3","HoS",0.000214783460314586,"Bacteroidaceae","Bacteroidota",31
"Bin81","D1","DR",0.00021433128254129,"Syntrophotalea","Desulfobacterota",64
"Bin56","D7","HoS",0.000213676077069155,"Prolixibacteraceae","Bacteroidota",23
"Bin43","D5","DR",0.000212477595337202,"Prolixibacteraceae","Bacteroidota",26
"Bin111","D6","HoS",0.000211978136692859,"Peptostreptococcaceae","Firmicutes",32
"Bin81","D0","DR",0.000210713560112017,"Syntrophotalea","Desulfobacterota",78
"Bin11","D1","DR",0.000210469445585995,"Leptospiraceae","Spirochaetota",65
"Bin118","D6","DR",0.000210200202142413,"Guggenheimella","Firmicutes",32
"Bin90","D1","DR",0.00020420106470441,"uncultured__bacterium","Firmicutes",66
"Bin74","D5","DL",0.00020124441407102,"Vibrionaceae","Proteobacteria",8
"Bin110","D0","DL",0.00020101463660503,"uncultured","Actinobacteriota",57
"Bin42","D7","DR",0.000200437014311757,"Bacteroidaceae","Bacteroidota",23
"Bin41","D6","DR",0.000200100906898966,"Marinilabiliaceae","Bacteroidota",33
"Bin46","D7","DR",0.000199813217819514,"Bacteroidaceae","Bacteroidota",24
"Bin106","D5","DR",0.000198703278713495,"JTB215","Firmicutes",27
"Bin112","D7","DR",0.000198286153580978,"Peptostreptococcaceae","Firmicutes",25
"Bin50","D1","DR",0.000197643788031746,"Marinilabiliaceae","Bacteroidota",67
"Bin43","D3","DR",0.000197244378310315,"Prolixibacteraceae","Bacteroidota",28
"Bin90","D1","DL",0.000193108205407543,"uncultured__bacterium","Firmicutes",56
"Bin38","D1","DR",0.000193042684751144,"Rikenellaceae","Bacteroidota",68
"Bin112","D3","DR",0.000192461399589966,"Peptostreptococcaceae","Firmicutes",29
"Bin35","D5","DR",0.000191342531749408,"Marinilabiliaceae","Bacteroidota",28
"Bin72","D6","DR",0.000189972596665696,"Vibrionaceae","Proteobacteria",34
"Bin124","D1","DR",0.000188530422280752,"Bacteroidetes__vadinHA17","Bacteroidota",69
"Bin122","D5","HoS",0.000184775404450541,"uncultured","Firmicutes",32
"Bin52","D6","DR",0.000183993117247877,"Prolixibacteraceae","Bacteroidota",35
"Bin108","D3","DR",0.000182012922761578,"JTB215","Firmicutes",30
"Bin14","D1","DR",0.000181457419864108,"JG30-KF-CM45","Chloroflexi",70
"Bin66","D1","DL",0.000181252945386145,"uncultured__bacterium","Patescibacteria",57
"Bin98","D0","DR",0.000180877004052023,"Bacteroidetes__vadinHA17","Bacteroidota",79
"Bin78","D5","DR",0.000180335561629839,"Rhodobacteraceae","Proteobacteria",29
"Bin114","D1","DL",0.000179786142739397,"Anaerovoracaceae","Firmicutes",58
"Bin48","D0","DR",0.000179750150167209,"Lentimicrobiaceae","Bacteroidota",80
"Bin40","D1","DR",0.000179185280776324,"Marinifilaceae","Bacteroidota",71
"Bin72","D7","DR",0.000178277664702693,"Vibrionaceae","Proteobacteria",26
"Bin99","D0","HoS",0.000177662172507379,"Prolixibacteraceae","Bacteroidota",45
"Bin121","D1","DR",0.000176569073168455,"Defluviitaleaceae","Firmicutes",72
"Bin62","D3","DR",0.000175815241157993,"uncultured__bacterium","Bacteroidota",31
"Bin108","D5","DR",0.000174349168081366,"JTB215","Firmicutes",30
"Bin59","D3","DL",0.000174032054773577,"Marinilabiliaceae","Bacteroidota",3
"Bin116","D0","HoS",0.000172765136529662,"Fusibacteraceae","Firmicutes",46
"Bin32","D1","DR",0.000169363789923907,"Flavobacteriaceae","Bacteroidota",73
"Bin116","D6","DL",0.000164267397094892,"Fusibacteraceae","Firmicutes",10
"Bin97","D0","DL",0.000162643364872159,"Ethanoligenenaceae","Firmicutes",58
"Bin59","D3","DR",0.000162546999753427,"Marinilabiliaceae","Bacteroidota",32
"Bin8","D7","DR",0.000160928641467834,"Spirochaetaceae","Spirochaetota",27
"Bin84","D7","DR",0.00015985104806279,"Desulfovibrionaceae","Desulfobacterota",28
"Bin23","D1","DL",0.000159609962462677,"uncultured__bacterium","Caldatribacteriota",59
"Bin35","D5","HoS",0.000158486220666135,"Marinilabiliaceae","Bacteroidota",33
"Bin43","D3","HoS",0.000157427958025785,"Prolixibacteraceae","Bacteroidota",32
"Bin10","D1","DR",0.000156490149748933,"Spirochaetaceae","Spirochaetota",74
"Bin89","D6","HoS",0.000155506231640286,"Clostridiaceae","Firmicutes",33
"Bin93","D1","DR",0.000155351716131888,"Exiguobacteraceae","Firmicutes",75
"Bin96","D3","HoS",0.000154653354150346,"Oscillospiraceae","Firmicutes",33
"Bin121","D1","HoS",0.000154346144977651,"Defluviitaleaceae","Firmicutes",53
"Bin84","D0","DR",0.000154321127120789,"Desulfovibrionaceae","Desulfobacterota",81
"Bin49","D0","DR",0.000153210831257371,"Marinilabiliaceae","Bacteroidota",82
"Bin7","D1","DR",0.000152074651000949,"Spirochaetaceae","Spirochaetota",76
"Bin123","D1","HoS",0.000151473701383147,"uncultured","Firmicutes",54
"Bin3","D0","DL",0.000150398997764613,"uncultured__bacterium","Nitrospirota",59
"Bin8","D6","HoS",0.000144490850856858,"Spirochaetaceae","Spirochaetota",34
"Bin119","D7","DR",0.00014427096453535,"Fusibacteraceae","Firmicutes",29
