OTUID	RelAbund	Group	Kingdom	Phylum	Class	Order	Family	Genus
OTU_1745	0	D1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilum
OTU_1745	3.00523242339409e-06	D3	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilum
OTU_1745	2.92729416575039e-06	D6	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilum
OTU_1745	2.14809850320496e-06	D0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilum
OTU_1745	1.84228703438569e-05	D7	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilum
OTU_1745	1.84297825285661e-06	D5	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilum
OTU_1754	2.62065878116791e-05	D3	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Draconibacterium
OTU_1754	0.000102687076370157	D0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Draconibacterium
OTU_1754	1.45685590559932e-05	D1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Draconibacterium
OTU_1754	4.90064314859927e-06	D7	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Draconibacterium
OTU_1754	0	D6	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Draconibacterium
OTU_1754	0	D5	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Draconibacterium
OTU_1774	2.28403323725167e-06	D1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilum
OTU_1774	0	D3	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilum
OTU_1774	2.18229114382608e-06	D0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilum
OTU_1774	1.30556324882106e-05	D7	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilum
OTU_1774	0	D5	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilum
OTU_1774	4.51079421857037e-06	D6	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilum
OTU_1781	2.01792726582963e-06	D1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilum
OTU_1781	2.07931332756671e-06	D0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilum
OTU_1781	8.13245252421257e-06	D6	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilum
OTU_1781	0	D5	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilum
OTU_1781	1.50952510340247e-06	D3	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilum
OTU_1781	0.000106296180899902	D7	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilum
OTU_1784	5.2294811062242e-05	D7	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Sunxiuqinia
OTU_1784	1.33215350265194e-05	D6	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Sunxiuqinia
OTU_1784	2.14997355532527e-06	D0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Sunxiuqinia
OTU_1784	0	D5	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Sunxiuqinia
OTU_1784	4.41127877420232e-06	D3	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Sunxiuqinia
OTU_1784	0	D1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Sunxiuqinia
OTU_1793	1.85906202743409e-05	D1	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus
OTU_1793	0	D3	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus
OTU_1793	0	D7	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus
OTU_1793	0	D6	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus
OTU_1793	0.000194026697588648	D0	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus
OTU_1793	0	D5	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus
OTU_1799	0	D5	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	Izemoplasmataceae	bacterium__enrichment__culture__clone__R4-81B
OTU_1799	0	D6	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	Izemoplasmataceae	bacterium__enrichment__culture__clone__R4-81B
OTU_1799	2.14809850320496e-06	D0	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	Izemoplasmataceae	bacterium__enrichment__culture__clone__R4-81B
OTU_1799	0	D7	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	Izemoplasmataceae	bacterium__enrichment__culture__clone__R4-81B
OTU_1799	0.000156913365891297	D1	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	Izemoplasmataceae	bacterium__enrichment__culture__clone__R4-81B
OTU_1799	0	D3	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	Izemoplasmataceae	bacterium__enrichment__culture__clone__R4-81B
OTU_181	4.03747051286755e-05	D5	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_181	1.44454608244959e-05	D3	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_181	6.44972759497736e-06	D0	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_181	0.000113682179029606	D6	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_181	0.000140978510173101	D7	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_181	2.06024146029915e-06	D1	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_1814	0.000644677817288259	D3	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	uncultured
OTU_1814	1.37547995111564e-06	D7	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	uncultured
OTU_1814	0.00258717814162196	D1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	uncultured
OTU_1814	7.92184259583948e-05	D6	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	uncultured
OTU_1814	2.90288223515513e-05	D5	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	uncultured
OTU_1814	0.000350630909562966	D0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	uncultured
OTU_1825	8.15665276185317e-06	D5	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Sunxiuqinia
OTU_1825	6.05703696089236e-06	D6	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Sunxiuqinia
OTU_1825	2.08307294921468e-06	D1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Sunxiuqinia
OTU_1825	5.13490139183969e-06	D7	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Sunxiuqinia
OTU_1825	2.99360096936074e-06	D3	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Sunxiuqinia
OTU_1825	2.18049244241319e-06	D0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Sunxiuqinia
OTU_1842	8.61947175364197e-06	D7	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Sunxiuqinia
OTU_1842	2.14738813181527e-06	D0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Sunxiuqinia
OTU_1842	7.26038531616075e-06	D3	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Sunxiuqinia
OTU_1842	0	D1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Sunxiuqinia
OTU_1842	1.05067193370908e-05	D6	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Sunxiuqinia
OTU_1842	1.00068605398056e-05	D5	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Sunxiuqinia
OTU_190	0	D1	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
OTU_190	4.46797055607604e-06	D6	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
OTU_190	7.21417440988052e-07	D7	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
OTU_190	7.5818100861641e-06	D5	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
OTU_190	2.14738813181527e-06	D0	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
OTU_190	2.35061491792918e-05	D3	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
OTU_1938	0	D5	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Bogoriellaceae	Georgenia
OTU_1938	1.06555280879721e-06	D7	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Bogoriellaceae	Georgenia
OTU_1938	0	D3	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Bogoriellaceae	Georgenia
OTU_1938	0	D6	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Bogoriellaceae	Georgenia
OTU_1938	2.12559729283929e-06	D1	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Bogoriellaceae	Georgenia
OTU_1938	3.24863874061072e-05	D0	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Bogoriellaceae	Georgenia
OTU_1948	6.10701273787637e-06	D1	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
OTU_1948	0.000104660494160693	D0	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
OTU_1948	0	D6	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
OTU_1948	0	D7	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
OTU_1948	0	D5	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
OTU_1948	0	D3	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
OTU_1956	1.28934187218777e-05	D1	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured__bacterium
OTU_1956	0	D3	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured__bacterium
OTU_1956	0	D7	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured__bacterium
OTU_1956	0.000170391555175254	D0	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured__bacterium
OTU_1956	0	D6	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured__bacterium
OTU_1956	0	D5	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured__bacterium
OTU_1961	8.25233522637595e-06	D7	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus
OTU_1961	1.37839904631148e-05	D5	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus
OTU_1961	0.000115272728552087	D0	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus
OTU_1961	8.51020598918573e-05	D1	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus
OTU_1961	1.16157393229619e-05	D3	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus
OTU_1961	5.92799858987003e-06	D6	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus
OTU_1967	5.8183079219727e-05	D1	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
OTU_1967	0	D5	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
OTU_1967	7.7862215024293e-07	D6	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
OTU_1967	4.80156114011731e-06	D7	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
OTU_1967	0.000444073628590692	D0	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
OTU_1967	0	D3	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
OTU_1989	0	D7	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Gordonia
OTU_1989	7.41902937683763e-05	D0	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Gordonia
OTU_1989	0	D6	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Gordonia
OTU_1989	0	D3	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Gordonia
OTU_1989	0	D5	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Gordonia
OTU_1989	1.28225798666263e-05	D1	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Gordonia
OTU_2014	0.360865365252174	D6	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
OTU_2014	0.0538157031920393	D0	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
OTU_2014	0.189527961541013	D1	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
OTU_2014	0.435884547817895	D3	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
OTU_2014	0.30408345254271	D5	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
OTU_2014	0.259207730359458	D7	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
OTU_2022	5.50045631689782e-05	D5	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
OTU_2022	2.14997355532527e-06	D0	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
OTU_2022	0	D1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
OTU_2022	1.59657896772106e-05	D3	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
OTU_2022	7.40148621843265e-07	D7	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
OTU_2022	6.70224793735001e-05	D6	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
OTU_2029	1.07302421101182e-05	D1	Bacteria	Patescibacteria	Microgenomatia	Candidatus__Pacebacteria	uncultured__bacterium	uncultured__bacterium
OTU_2029	0	D5	Bacteria	Patescibacteria	Microgenomatia	Candidatus__Pacebacteria	uncultured__bacterium	uncultured__bacterium
OTU_2029	0	D7	Bacteria	Patescibacteria	Microgenomatia	Candidatus__Pacebacteria	uncultured__bacterium	uncultured__bacterium
OTU_2029	0	D6	Bacteria	Patescibacteria	Microgenomatia	Candidatus__Pacebacteria	uncultured__bacterium	uncultured__bacterium
OTU_2029	8.34572414073468e-05	D0	Bacteria	Patescibacteria	Microgenomatia	Candidatus__Pacebacteria	uncultured__bacterium	uncultured__bacterium
OTU_2029	0	D3	Bacteria	Patescibacteria	Microgenomatia	Candidatus__Pacebacteria	uncultured__bacterium	uncultured__bacterium
OTU_2042	0	D5	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	livecontrolB21	uncultured__bacterium
OTU_2042	0.000907623775087345	D3	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	livecontrolB21	uncultured__bacterium
OTU_2042	0.00488803859687498	D0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	livecontrolB21	uncultured__bacterium
OTU_2042	7.88892395077313e-07	D7	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	livecontrolB21	uncultured__bacterium
OTU_2042	0	D6	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	livecontrolB21	uncultured__bacterium
OTU_2042	0.0178883850505218	D1	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	livecontrolB21	uncultured__bacterium
OTU_2044	9.88047912090783e-06	D6	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Sunxiuqinia
OTU_2044	1.04814328555659e-05	D7	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Sunxiuqinia
OTU_2044	2.15094469491001e-06	D0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Sunxiuqinia
OTU_2044	4.79462395882437e-06	D5	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Sunxiuqinia
OTU_2044	4.44562102634744e-06	D3	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Sunxiuqinia
OTU_2044	2.14952065689351e-06	D1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Sunxiuqinia
OTU_2056	0.00451897001754695	D0	Bacteria	Thermotogota	Thermotogae	Petrotogales	Petrotogaceae	SC103
OTU_2056	0	D6	Bacteria	Thermotogota	Thermotogae	Petrotogales	Petrotogaceae	SC103
OTU_2056	1.16999501267235e-05	D3	Bacteria	Thermotogota	Thermotogae	Petrotogales	Petrotogaceae	SC103
OTU_2056	0	D7	Bacteria	Thermotogota	Thermotogae	Petrotogales	Petrotogaceae	SC103
OTU_2056	0	D5	Bacteria	Thermotogota	Thermotogae	Petrotogales	Petrotogaceae	SC103
OTU_2056	0.00304737108107937	D1	Bacteria	Thermotogota	Thermotogae	Petrotogales	Petrotogaceae	SC103
OTU_2085	0	D7	Bacteria	Chloroflexi	Anaerolineae	SBR1031	uncultured__organism	uncultured__bacterium
OTU_2085	0	D5	Bacteria	Chloroflexi	Anaerolineae	SBR1031	uncultured__organism	uncultured__bacterium
OTU_2085	9.86247296207167e-05	D0	Bacteria	Chloroflexi	Anaerolineae	SBR1031	uncultured__organism	uncultured__bacterium
OTU_2085	0	D6	Bacteria	Chloroflexi	Anaerolineae	SBR1031	uncultured__organism	uncultured__bacterium
OTU_2085	2.48892308178505e-05	D1	Bacteria	Chloroflexi	Anaerolineae	SBR1031	uncultured__organism	uncultured__bacterium
OTU_2085	0	D3	Bacteria	Chloroflexi	Anaerolineae	SBR1031	uncultured__organism	uncultured__bacterium
OTU_2101	0.000595022654693904	D3	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter
OTU_2101	0.00332279405022489	D1	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter
OTU_2101	1.48038490007402e-06	D6	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter
OTU_2101	0.0001187116584769	D0	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter
OTU_2101	1.39502230525748e-06	D7	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter
OTU_2101	0.00045711811652818	D5	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter
OTU_2102	0	D7	Bacteria	SAR324__clade(Marine__group__B)	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_2102	0.00142372146128668	D0	Bacteria	SAR324__clade(Marine__group__B)	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_2102	0.00204785797950565	D1	Bacteria	SAR324__clade(Marine__group__B)	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_2102	0	D6	Bacteria	SAR324__clade(Marine__group__B)	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_2102	0	D5	Bacteria	SAR324__clade(Marine__group__B)	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_2102	8.72051920399504e-06	D3	Bacteria	SAR324__clade(Marine__group__B)	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_2105	1.47631982992796e-06	D5	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter
OTU_2105	0.0030053867648843	D7	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter
OTU_2105	0.00065918028902344	D1	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter
OTU_2105	0.00344166196223813	D0	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter
OTU_2105	7.5604643008986e-06	D6	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter
OTU_2105	7.81166185463161e-05	D3	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter
OTU_2107	0.0013439933467427	D1	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	uncultured	marine__sediment__metagenome
OTU_2107	0	D5	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	uncultured	marine__sediment__metagenome
OTU_2107	5.79724543410335e-06	D3	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	uncultured	marine__sediment__metagenome
OTU_2107	0	D7	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	uncultured	marine__sediment__metagenome
OTU_2107	0	D6	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	uncultured	marine__sediment__metagenome
OTU_2107	0.000350217197154346	D0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	uncultured	marine__sediment__metagenome
OTU_2110	1.49570731999162e-06	D3	Bacteria	Acidobacteriota	Subgroup__21	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_2110	0	D6	Bacteria	Acidobacteriota	Subgroup__21	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_2110	0.00217667405855825	D0	Bacteria	Acidobacteriota	Subgroup__21	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_2110	0.000133186458344478	D1	Bacteria	Acidobacteriota	Subgroup__21	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_2110	0	D5	Bacteria	Acidobacteriota	Subgroup__21	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_2110	0	D7	Bacteria	Acidobacteriota	Subgroup__21	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium
OTU_2111	0.000296449032263905	D0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	GoM-GC232-4463-Bac1	uncultured__bacterium
OTU_2111	0.000941931161957823	D1	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	GoM-GC232-4463-Bac1	uncultured__bacterium
OTU_2111	0	D7	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	GoM-GC232-4463-Bac1	uncultured__bacterium
OTU_2111	0	D3	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	GoM-GC232-4463-Bac1	uncultured__bacterium
OTU_2111	7.37223909645838e-07	D6	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	GoM-GC232-4463-Bac1	uncultured__bacterium
OTU_2111	0	D5	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	GoM-GC232-4463-Bac1	uncultured__bacterium
OTU_2137	6.1635553473471e-05	D0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Guggenheimella	Tindallia__sp.__Mic8c12
OTU_2137	0.000290912291154966	D1	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Guggenheimella	Tindallia__sp.__Mic8c12
OTU_2137	2.23278123151091e-06	D6	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Guggenheimella	Tindallia__sp.__Mic8c12
OTU_2137	1.01580021860636e-05	D3	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Guggenheimella	Tindallia__sp.__Mic8c12
OTU_2137	0	D7	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Guggenheimella	Tindallia__sp.__Mic8c12
OTU_2137	2.13658699244432e-05	D5	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Guggenheimella	Tindallia__sp.__Mic8c12
OTU_214	2.08028225269604e-06	D0	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_214	0	D1	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_214	9.73136099587328e-06	D6	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_214	1.49137982461373e-06	D3	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_214	0	D7	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_214	1.51968046405559e-05	D5	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_2150	7.26733504133568e-06	D3	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Dethiosulfatibacteraceae	Dethiosulfatibacter
OTU_2150	5.58857132778542e-05	D0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Dethiosulfatibacteraceae	Dethiosulfatibacter
OTU_2150	0	D6	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Dethiosulfatibacteraceae	Dethiosulfatibacter
OTU_2150	0	D5	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Dethiosulfatibacteraceae	Dethiosulfatibacter
